Journey_ID,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Planned Journey Duration,Journey Status,Reason for Delay
7886,London Kings Cross,York,2024-02-10,17:00:00,18:50:00,18:50:00,110.0,On Time,
7887,Liverpool Lime Street,Manchester Piccadilly,2024-02-19,17:15:00,17:45:00,17:45:00,30.0,On Time,
7888,London Euston,Birmingham New Street,2024-02-25,17:15:00,18:35:00,18:35:00,80.0,On Time,
7889,London Kings Cross,York,2024-02-10,17:15:00,19:05:00,19:05:00,110.0,On Time,
7890,London Euston,Birmingham New Street,2024-02-09,20:30:00,21:50:00,21:50:00,80.0,On Time,
7891,London Euston,Birmingham New Street,2024-02-10,17:45:00,19:05:00,19:05:00,80.0,On Time,
7892,London St Pancras,Birmingham New Street,2024-02-10,17:45:00,19:05:00,19:05:00,80.0,On Time,
7893,London St Pancras,Leicester,2024-02-22,18:45:00,19:45:00,19:45:00,60.0,On Time,
7894,London Euston,Birmingham New Street,2024-02-13,17:45:00,19:05:00,19:05:00,80.0,On Time,
7895,London St Pancras,Leicester,2024-02-13,18:45:00,19:45:00,19:45:00,60.0,On Time,
7896,Manchester Piccadilly,Liverpool Lime Street,2024-02-22,18:45:00,19:15:00,19:15:00,30.0,On Time,
7897,Birmingham New Street,Tamworth,2024-02-23,17:45:00,18:05:00,18:05:00,20.0,On Time,
7898,London St Pancras,Birmingham New Street,2024-02-21,18:00:00,19:20:00,19:20:00,80.0,On Time,
7899,Manchester Piccadilly,Warrington,2024-02-26,17:45:00,18:05:00,18:05:00,20.0,On Time,
7900,London Euston,Birmingham New Street,2024-02-28,17:45:00,19:05:00,19:05:00,80.0,On Time,
7901,London St Pancras,Birmingham New Street,2024-02-16,18:15:00,19:35:00,19:35:00,80.0,On Time,
7902,Reading,Liverpool Lime Street,2024-02-10,18:15:00,20:45:00,20:45:00,150.0,On Time,
7903,Liverpool Lime Street,Manchester Piccadilly,2024-02-27,18:30:00,19:00:00,19:00:00,30.0,On Time,
7904,London Euston,Birmingham New Street,2024-02-13,18:30:00,19:50:00,19:50:00,80.0,On Time,
7905,Birmingham New Street,Liverpool Lime Street,2024-02-09,21:30:00,23:00:00,23:00:00,90.0,On Time,
7906,Birmingham New Street,Coventry,2024-02-19,18:45:00,19:05:00,19:05:00,20.0,On Time,
7907,Birmingham New Street,Tamworth,2024-02-25,18:45:00,19:05:00,19:05:00,20.0,On Time,
7908,London Euston,Manchester Piccadilly,2024-02-26,18:45:00,20:35:00,20:35:00,110.0,On Time,
7909,London St Pancras,Birmingham New Street,2024-02-27,18:45:00,20:05:00,20:05:00,80.0,On Time,
7910,London Euston,Manchester Piccadilly,2024-02-13,18:45:00,20:35:00,20:35:00,110.0,On Time,
7911,Birmingham New Street,Nuneaton,2024-02-28,18:45:00,19:05:00,19:05:00,20.0,On Time,
7912,London St Pancras,Wolverhampton,2024-02-17,18:45:00,20:15:00,20:15:00,90.0,On Time,
7913,London Kings Cross,York,2024-02-15,17:45:00,19:35:00,,110.0,Cancelled,Technical Issue
7914,London Paddington,Reading,2024-02-27,18:45:00,19:45:00,19:45:00,60.0,On Time,
7915,Reading,Swindon,2024-02-22,17:45:00,18:30:00,18:30:00,45.0,On Time,
7916,Birmingham New Street,Stafford,2024-02-12,17:45:00,18:15:00,18:15:00,30.0,On Time,
7917,Manchester Piccadilly,Liverpool Lime Street,2024-03-02,19:00:00,19:30:00,19:30:00,30.0,On Time,
7918,London Paddington,Reading,2024-02-09,22:00:00,23:00:00,23:00:00,60.0,On Time,
7919,Manchester Piccadilly,Liverpool Lime Street,2024-02-24,19:15:00,19:45:00,19:45:00,30.0,On Time,
7920,London Euston,Birmingham New Street,2024-02-09,22:15:00,23:35:00,23:35:00,80.0,On Time,
7921,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,19:15:00,19:45:00,19:45:00,30.0,On Time,
7922,London Kings Cross,York,2024-02-11,19:45:00,21:35:00,21:35:00,110.0,On Time,
7923,London Euston,Manchester Piccadilly,2024-02-27,20:15:00,22:05:00,22:05:00,110.0,On Time,
7924,Manchester Piccadilly,Sheffield,2024-02-20,20:15:00,21:00:00,21:00:00,45.0,On Time,
7925,London Euston,Manchester Piccadilly,2024-02-20,20:15:00,22:05:00,22:05:00,110.0,On Time,
7926,Oxford,Bristol Temple Meads,2024-02-17,20:15:00,21:30:00,21:30:00,75.0,On Time,
7927,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,20:15:00,20:45:00,20:45:00,30.0,On Time,
7928,Oxford,Bristol Temple Meads,2024-02-26,20:15:00,21:30:00,21:30:00,75.0,On Time,
7929,Liverpool Lime Street,Manchester Piccadilly,2024-02-14,20:30:00,21:00:00,21:00:00,30.0,On Time,
7930,London Euston,Birmingham New Street,2024-02-12,21:15:00,22:35:00,22:35:00,80.0,On Time,
7931,London Paddington,Reading,2024-02-11,21:30:00,22:30:00,22:30:00,60.0,On Time,
7932,London Euston,Birmingham New Street,2024-02-13,21:30:00,22:50:00,22:50:00,80.0,On Time,
7933,London Euston,Birmingham New Street,2024-02-10,21:30:00,22:50:00,22:50:00,80.0,On Time,
7934,London Euston,Birmingham New Street,2024-02-28,21:45:00,23:05:00,23:05:00,80.0,On Time,
7935,London Euston,Birmingham New Street,2024-02-10,21:45:00,23:05:00,23:05:00,80.0,On Time,
7936,London Kings Cross,York,2024-02-10,01:00:00,02:50:00,02:50:00,110.0,On Time,
7937,Liverpool Lime Street,Leeds,2024-02-10,22:00:00,23:30:00,23:30:00,90.0,On Time,
7938,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,01:00:00,01:30:00,01:30:00,30.0,On Time,
7939,London Kings Cross,York,2024-02-10,22:15:00,00:05:00,00:05:00,110.0,On Time,
7940,Manchester Piccadilly,London Euston,2024-02-11,22:30:00,00:20:00,00:20:00,110.0,On Time,
7941,Oxford,Bristol Temple Meads,2024-02-10,01:45:00,03:00:00,03:00:00,75.0,On Time,
7942,London Euston,Birmingham New Street,2024-02-28,22:45:00,00:05:00,00:05:00,80.0,On Time,
7943,London Kings Cross,Edinburgh Waverley,2024-02-26,16:00:00,20:20:00,20:20:00,260.0,On Time,
7944,London Kings Cross,Liverpool Lime Street,2024-02-10,01:45:00,04:00:00,04:00:00,135.0,On Time,
7945,London Kings Cross,Edinburgh Waverley,2024-02-16,16:00:00,20:20:00,20:20:00,260.0,On Time,
7946,Liverpool Lime Street,Manchester Piccadilly,2024-02-18,23:15:00,23:45:00,23:45:00,30.0,On Time,
7947,Liverpool Lime Street,Manchester Piccadilly,2024-02-22,23:30:00,00:00:00,00:00:00,30.0,On Time,
7948,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,02:30:00,03:00:00,03:00:00,30.0,On Time,
7949,London Paddington,Reading,2024-02-11,23:45:00,00:45:00,,60.0,Cancelled,Weather
7950,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,02:45:00,03:15:00,03:15:00,30.0,On Time,
7951,York,Durham,2024-02-11,23:45:00,00:35:00,00:35:00,50.0,On Time,
7952,London Paddington,Reading,2024-02-21,23:45:00,00:45:00,00:45:00,60.0,On Time,
7953,London Kings Cross,York,2024-02-10,02:45:00,04:35:00,04:35:00,110.0,On Time,
7954,Birmingham New Street,London Euston,2024-02-10,23:45:00,01:05:00,01:05:00,80.0,On Time,
7955,London Kings Cross,York,2024-02-11,23:45:00,01:35:00,01:35:00,110.0,On Time,
7956,Manchester Piccadilly,London Paddington,2024-02-15,23:45:00,02:00:00,02:00:00,135.0,On Time,
7957,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,00:00:00,00:30:00,00:30:00,30.0,On Time,
7958,Manchester Piccadilly,Liverpool Lime Street,2024-02-25,00:00:00,00:30:00,00:30:00,30.0,On Time,
7959,London Kings Cross,York,2024-02-10,03:30:00,05:20:00,,110.0,Cancelled,Staffing
7960,London Kings Cross,York,2024-02-23,01:00:00,02:50:00,02:50:00,110.0,On Time,
7961,Liverpool Lime Street,Manchester Piccadilly,2024-02-11,01:45:00,02:15:00,02:15:00,30.0,On Time,
7962,Liverpool Lime Street,Leeds,2024-02-26,01:45:00,03:15:00,03:15:00,90.0,On Time,
7963,Liverpool Lime Street,Manchester Piccadilly,2024-02-10,05:00:00,05:30:00,05:30:00,30.0,On Time,
7964,London Paddington,Reading,2024-02-11,02:00:00,03:00:00,03:00:00,60.0,On Time,
7965,Manchester Piccadilly,Nottingham,2024-02-11,02:00:00,03:00:00,03:00:00,60.0,On Time,
7966,Manchester Piccadilly,Nottingham,2024-02-28,02:00:00,03:00:00,03:00:00,60.0,On Time,
7967,London Euston,Birmingham New Street,2024-02-12,02:15:00,03:35:00,03:35:00,80.0,On Time,
7968,London St Pancras,Birmingham New Street,2024-02-13,02:45:00,04:05:00,04:05:00,80.0,On Time,
7969,London Kings Cross,Liverpool Lime Street,2024-02-10,05:45:00,08:00:00,08:00:00,135.0,On Time,
7970,Manchester Piccadilly,Liverpool Lime Street,2024-02-28,02:45:00,03:15:00,03:15:00,30.0,On Time,
7971,London Euston,Birmingham New Street,2024-02-10,06:30:00,07:50:00,07:50:00,80.0,On Time,
7972,Manchester Piccadilly,London Euston,2024-02-14,03:30:00,05:20:00,05:33:00,110.0,Delayed,Weather
7973,London Paddington,Reading,2024-02-10,06:45:00,07:45:00,07:45:00,60.0,On Time,
7974,Manchester Piccadilly,Sheffield,2024-02-11,03:45:00,04:30:00,04:30:00,45.0,On Time,
7975,London Euston,Birmingham New Street,2024-02-19,04:15:00,05:35:00,05:35:00,80.0,On Time,
7976,Liverpool Lime Street,Manchester Piccadilly,2024-02-15,04:15:00,04:45:00,04:45:00,30.0,On Time,
7977,London Paddington,Reading,2024-02-11,04:15:00,05:15:00,05:22:00,60.0,Delayed,Staffing
7978,London Euston,Birmingham New Street,2024-02-29,04:15:00,05:35:00,05:35:00,80.0,On Time,
7979,Manchester Piccadilly,Liverpool Lime Street,2024-02-25,04:15:00,04:45:00,04:45:00,30.0,On Time,
7980,Birmingham New Street,London St Pancras,2024-02-13,04:30:00,05:50:00,05:50:00,80.0,On Time,
7981,London Paddington,Reading,2024-02-11,04:30:00,05:30:00,05:30:00,60.0,On Time,
7982,London Kings Cross,York,2024-02-11,04:30:00,06:20:00,06:20:00,110.0,On Time,
7983,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,04:45:00,05:15:00,05:15:00,30.0,On Time,
7984,London Euston,Manchester Piccadilly,2024-02-10,08:00:00,09:50:00,09:50:00,110.0,On Time,
7985,Liverpool Lime Street,Sheffield,2024-02-11,05:00:00,06:15:00,06:15:00,75.0,On Time,
7986,London Kings Cross,Liverpool Lime Street,2024-02-11,05:00:00,07:15:00,07:15:00,135.0,On Time,
7987,London Paddington,Reading,2024-02-10,08:00:00,09:00:00,09:00:00,60.0,On Time,
7988,London Kings Cross,York,2024-02-20,05:00:00,06:50:00,06:50:00,110.0,On Time,
7989,London Euston,Birmingham New Street,2024-02-12,05:15:00,06:35:00,06:35:00,80.0,On Time,
7990,London Kings Cross,York,2024-02-10,07:45:00,09:35:00,09:35:00,110.0,On Time,
7991,Manchester Piccadilly,Leeds,2024-02-10,09:00:00,09:45:00,12:24:00,45.0,Delayed,Signal Failure
7992,London Paddington,Reading,2024-02-10,09:00:00,10:00:00,10:00:00,60.0,On Time,
7993,Liverpool Lime Street,Manchester Piccadilly,2024-02-10,09:15:00,09:45:00,09:45:00,30.0,On Time,
7994,Manchester Piccadilly,Liverpool Lime Street,2024-02-17,06:15:00,06:45:00,06:45:00,30.0,On Time,
7995,Manchester Piccadilly,Liverpool Lime Street,2024-02-29,06:15:00,06:45:00,06:45:00,30.0,On Time,
7996,Birmingham New Street,London St Pancras,2024-02-21,06:30:00,07:50:00,07:50:00,80.0,On Time,
7997,York,Doncaster,2024-02-11,06:30:00,07:00:00,07:00:00,30.0,On Time,
7998,London Euston,Birmingham New Street,2024-02-11,06:30:00,07:50:00,07:50:00,80.0,On Time,
7999,London St Pancras,Wolverhampton,2024-02-29,06:30:00,08:00:00,08:00:00,90.0,On Time,
8000,London Euston,Manchester Piccadilly,2024-02-29,06:30:00,08:20:00,08:20:00,110.0,On Time,
8001,London Paddington,Reading,2024-02-19,07:30:00,08:30:00,08:30:00,60.0,On Time,
8002,London St Pancras,Wolverhampton,2024-02-11,06:30:00,08:00:00,08:00:00,90.0,On Time,
8003,London Euston,Birmingham New Street,2024-02-14,06:30:00,07:50:00,,80.0,Cancelled,Weather
8004,London Paddington,Oxford,2024-02-22,07:45:00,09:15:00,,90.0,Cancelled,Weather
8005,London Paddington,Oxford,2024-02-15,07:45:00,09:15:00,09:15:00,90.0,On Time,
8006,London Paddington,Reading,2024-02-14,07:45:00,08:45:00,,60.0,Cancelled,Traffic
8007,London Paddington,Oxford,2024-02-27,07:45:00,09:15:00,09:15:00,90.0,On Time,
8008,Liverpool Lime Street,Manchester Piccadilly,2024-02-14,06:45:00,07:15:00,07:15:00,30.0,On Time,
8009,London St Pancras,Birmingham New Street,2024-02-26,06:45:00,08:05:00,08:05:00,80.0,On Time,
8010,London Paddington,Reading,2024-02-11,07:00:00,08:00:00,08:00:00,60.0,On Time,
8011,Manchester Piccadilly,Liverpool Lime Street,2024-02-14,07:00:00,07:30:00,07:30:00,30.0,On Time,
8012,London Euston,Birmingham New Street,2024-02-17,07:15:00,08:35:00,08:35:00,80.0,On Time,
8013,London Paddington,Reading,2024-02-11,07:15:00,08:15:00,08:15:00,60.0,On Time,
8014,Liverpool Lime Street,Manchester Piccadilly,2024-02-15,07:15:00,07:45:00,07:45:00,30.0,On Time,
8015,London Euston,Birmingham New Street,2024-02-11,07:15:00,08:35:00,08:35:00,80.0,On Time,
8016,London St Pancras,Birmingham New Street,2024-02-18,07:30:00,08:50:00,08:50:00,80.0,On Time,
8017,York,Peterborough,2024-02-13,07:30:00,08:40:00,08:40:00,70.0,On Time,
8018,London St Pancras,Birmingham New Street,2024-02-10,10:30:00,11:50:00,11:50:00,80.0,On Time,
8019,Reading,Swindon,2024-02-11,07:30:00,08:15:00,08:15:00,45.0,On Time,
8020,Reading,Swindon,2024-02-24,07:30:00,08:15:00,08:15:00,45.0,On Time,
8021,Liverpool Lime Street,Manchester Piccadilly,2024-02-11,07:30:00,08:00:00,08:00:00,30.0,On Time,
8022,London St Pancras,Birmingham New Street,2024-02-10,09:45:00,11:05:00,11:05:00,80.0,On Time,
8023,London Euston,Birmingham New Street,2024-02-10,10:45:00,12:05:00,12:05:00,80.0,On Time,
8024,Reading,Oxford,2024-02-15,08:00:00,08:25:00,08:25:00,25.0,On Time,
8025,Reading,Oxford,2024-02-11,08:00:00,08:25:00,08:25:00,25.0,On Time,
8026,Reading,Oxford,2024-02-20,08:00:00,08:25:00,08:25:00,25.0,On Time,
8027,Birmingham New Street,London Euston,2024-02-25,08:00:00,09:20:00,09:52:00,80.0,Delayed,Weather
8028,London St Pancras,Birmingham New Street,2024-02-23,08:00:00,09:20:00,09:20:00,80.0,On Time,
8029,London Paddington,Reading,2024-02-17,08:00:00,09:00:00,09:00:00,60.0,On Time,
8030,London Euston,Manchester Piccadilly,2024-02-11,08:00:00,09:50:00,09:50:00,110.0,On Time,
8031,London Paddington,Reading,2024-02-18,08:30:00,09:30:00,09:30:00,60.0,On Time,
8032,London Paddington,Reading,2024-02-23,08:45:00,09:45:00,09:45:00,60.0,On Time,
8033,London Paddington,Reading,2024-02-10,11:45:00,12:45:00,12:45:00,60.0,On Time,
8034,London Euston,Birmingham New Street,2024-02-11,08:45:00,10:05:00,10:05:00,80.0,On Time,
8035,London Euston,Birmingham New Street,2024-02-22,09:45:00,11:05:00,11:05:00,80.0,On Time,
8036,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,11:45:00,12:15:00,12:15:00,30.0,On Time,
8037,London Paddington,Reading,2024-02-18,09:00:00,10:00:00,10:00:00,60.0,On Time,
8038,Liverpool Lime Street,Manchester Piccadilly,2024-02-12,09:00:00,09:30:00,09:30:00,30.0,On Time,
8039,London St Pancras,Birmingham New Street,2024-02-20,09:00:00,10:20:00,,80.0,Cancelled,Signal Failure
8040,London St Pancras,Birmingham New Street,2024-02-23,09:00:00,10:20:00,10:20:00,80.0,On Time,
8041,Manchester Piccadilly,Liverpool Lime Street,2024-02-27,09:15:00,09:45:00,09:45:00,30.0,On Time,
8042,Liverpool Lime Street,Manchester Piccadilly,2024-02-13,09:15:00,09:45:00,09:45:00,30.0,On Time,
8043,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,12:15:00,12:45:00,12:45:00,30.0,On Time,
8044,London St Pancras,Birmingham New Street,2024-02-10,13:00:00,14:20:00,14:20:00,80.0,On Time,
8045,London Euston,Birmingham New Street,2024-02-10,13:15:00,14:35:00,14:35:00,80.0,On Time,
8046,London Euston,Birmingham New Street,2024-02-24,10:30:00,11:50:00,11:50:00,80.0,On Time,
8047,Liverpool Lime Street,Manchester Piccadilly,2024-02-15,10:30:00,11:00:00,11:00:00,30.0,On Time,
8048,Manchester Piccadilly,Liverpool Lime Street,2024-02-15,10:30:00,11:00:00,11:00:00,30.0,On Time,
8049,Manchester Piccadilly,Liverpool Lime Street,2024-02-29,10:30:00,11:00:00,11:00:00,30.0,On Time,
8050,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,10:30:00,11:00:00,11:00:00,30.0,On Time,
8051,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,10:45:00,11:15:00,11:15:00,30.0,On Time,
8052,London St Pancras,Birmingham New Street,2024-02-11,10:45:00,12:05:00,12:05:00,80.0,On Time,
8053,London Kings Cross,York,2024-02-11,11:00:00,12:50:00,12:50:00,110.0,On Time,
8054,York,Edinburgh,2024-02-11,11:00:00,13:30:00,13:30:00,150.0,On Time,
8055,Birmingham New Street,Liverpool Lime Street,2024-02-11,11:00:00,12:30:00,12:30:00,90.0,On Time,
8056,Oxford,Bristol Temple Meads,2024-02-11,11:00:00,12:15:00,12:15:00,75.0,On Time,
8057,Liverpool Lime Street,Manchester Piccadilly,2024-02-22,11:15:00,11:45:00,11:45:00,30.0,On Time,
8058,London Kings Cross,York,2024-02-20,11:30:00,13:20:00,13:20:00,110.0,On Time,
8059,London St Pancras,Birmingham New Street,2024-02-11,11:45:00,13:05:00,13:05:00,80.0,On Time,
8060,London St Pancras,Birmingham New Street,2024-02-11,12:00:00,13:20:00,13:20:00,80.0,On Time,
8061,London Kings Cross,York,2024-02-20,09:30:00,11:20:00,11:20:00,110.0,On Time,
8062,London St Pancras,Birmingham New Street,2024-02-21,12:00:00,13:20:00,13:20:00,80.0,On Time,
8063,London Kings Cross,York,2024-02-11,09:30:00,11:20:00,11:20:00,110.0,On Time,
8064,Liverpool Lime Street,Manchester Piccadilly,2024-02-24,12:15:00,12:45:00,12:45:00,30.0,On Time,
8065,London Paddington,Reading,2024-02-29,12:45:00,13:45:00,13:45:00,60.0,On Time,
8066,London Kings Cross,York,2024-02-11,13:00:00,14:50:00,14:50:00,110.0,On Time,
8067,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,16:00:00,16:30:00,,30.0,Cancelled,Technical Issue
8068,London Paddington,Reading,2024-02-10,16:15:00,17:15:00,17:15:00,60.0,On Time,
8069,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,16:15:00,16:45:00,16:45:00,30.0,On Time,
8070,Birmingham New Street,Manchester Piccadilly,2024-02-10,16:15:00,17:35:00,17:35:00,80.0,On Time,
8071,London Kings Cross,York,2024-02-10,17:45:00,19:35:00,19:35:00,110.0,On Time,
8072,Manchester Piccadilly,London Paddington,2024-02-18,13:45:00,16:00:00,16:00:00,135.0,On Time,
8073,London St Pancras,Birmingham New Street,2024-02-21,13:45:00,15:05:00,15:05:00,80.0,On Time,
8074,Liverpool Lime Street,Manchester Piccadilly,2024-03-01,13:45:00,14:15:00,14:15:00,30.0,On Time,
8075,London Paddington,Reading,2024-02-11,13:45:00,14:45:00,14:45:00,60.0,On Time,
8076,London St Pancras,Birmingham New Street,2024-02-11,13:45:00,15:05:00,15:05:00,80.0,On Time,
8077,Liverpool Lime Street,Sheffield,2024-02-24,13:45:00,15:00:00,15:00:00,75.0,On Time,
8078,London St Pancras,Birmingham New Street,2024-02-12,13:45:00,15:05:00,15:05:00,80.0,On Time,
8079,London Euston,Birmingham New Street,2024-02-11,13:45:00,15:05:00,15:05:00,80.0,On Time,
8080,London Paddington,Reading,2024-02-24,14:00:00,15:00:00,15:00:00,60.0,On Time,
8081,London Paddington,Reading,2024-02-26,14:00:00,15:00:00,15:00:00,60.0,On Time,
8082,Manchester Piccadilly,Liverpool Lime Street,2024-02-10,17:15:00,17:45:00,17:45:00,30.0,On Time,
8083,Birmingham New Street,London Euston,2024-02-11,15:30:00,16:50:00,17:16:00,80.0,Delayed,Staffing
8084,Edinburgh Waverley,London Kings Cross,2024-02-18,15:30:00,19:50:00,20:13:00,260.0,Delayed,Staffing
8085,Birmingham New Street,Tamworth,2024-02-10,17:45:00,18:05:00,18:05:00,20.0,On Time,
8086,Manchester Piccadilly,Warrington,2024-02-10,17:45:00,18:05:00,18:05:00,20.0,On Time,
8087,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,14:45:00,15:15:00,15:15:00,30.0,On Time,
8088,London Euston,Birmingham New Street,2024-02-15,15:30:00,16:50:00,16:50:00,80.0,On Time,
8089,Birmingham New Street,Liverpool Lime Street,2024-02-15,15:30:00,17:00:00,17:00:00,90.0,On Time,
8090,Reading,London Paddington,2024-02-20,15:30:00,15:55:00,15:55:00,25.0,On Time,
8091,London Paddington,Reading,2024-02-14,15:30:00,16:30:00,16:30:00,60.0,On Time,
8092,Birmingham New Street,Coventry,2024-02-10,18:45:00,19:05:00,19:05:00,20.0,On Time,
8093,Birmingham New Street,Tamworth,2024-02-10,18:45:00,19:05:00,19:05:00,20.0,On Time,
8094,Birmingham New Street,Nuneaton,2024-02-10,18:45:00,19:05:00,19:05:00,20.0,On Time,
8095,Birmingham New Street,Liverpool Lime Street,2024-02-11,15:45:00,17:15:00,17:15:00,90.0,On Time,
8096,Liverpool Lime Street,Crewe,2024-02-10,18:45:00,19:20:00,19:20:00,35.0,On Time,
8097,London Kings Cross,York,2024-02-21,16:00:00,17:50:00,17:50:00,110.0,On Time,
8098,Liverpool Lime Street,Manchester Piccadilly,2024-02-21,16:00:00,16:30:00,16:30:00,30.0,On Time,
8099,London Kings Cross,York,2024-02-26,16:00:00,17:50:00,17:50:00,110.0,On Time,
8100,London Euston,Birmingham New Street,2024-02-11,16:00:00,17:20:00,17:20:00,80.0,On Time,
8101,London Kings Cross,York,2024-02-18,16:15:00,18:05:00,18:05:00,110.0,On Time,
8102,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,16:15:00,16:45:00,,30.0,Cancelled,Traffic
8103,London Kings Cross,Liverpool Lime Street,2024-02-24,16:15:00,18:30:00,18:30:00,135.0,On Time,
8104,London St Pancras,Leicester,2024-02-12,16:15:00,17:15:00,17:15:00,60.0,On Time,
8105,Manchester Piccadilly,Liverpool Lime Street,2024-02-18,16:15:00,16:45:00,16:45:00,30.0,On Time,
8106,Liverpool Lime Street,London Euston,2024-02-12,17:30:00,19:45:00,20:03:00,135.0,Delayed,Technical Issue
8107,Liverpool Lime Street,London Euston,2024-02-27,17:30:00,19:45:00,20:08:00,135.0,Delayed,Technical Issue
8108,Liverpool Lime Street,London Euston,2024-02-11,17:30:00,19:45:00,19:58:00,135.0,Delayed,Technical Issue
8109,Liverpool Lime Street,London Euston,2024-02-13,17:30:00,19:45:00,20:13:00,135.0,Delayed,Technical Issue
8110,London Kings Cross,York,2024-02-11,17:00:00,18:50:00,18:50:00,110.0,On Time,
8111,London Euston,Birmingham New Street,2024-02-27,17:00:00,18:20:00,18:20:00,80.0,On Time,
8112,London St Pancras,Birmingham New Street,2024-02-11,17:00:00,18:20:00,18:20:00,80.0,On Time,
8113,London St Pancras,Birmingham New Street,2024-02-20,17:00:00,18:20:00,18:20:00,80.0,On Time,
8114,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,17:15:00,17:45:00,17:45:00,30.0,On Time,
8115,London Kings Cross,York,2024-02-27,17:15:00,19:05:00,19:05:00,110.0,On Time,
8116,London Kings Cross,York,2024-02-15,17:15:00,19:05:00,19:05:00,110.0,On Time,
8117,Liverpool Lime Street,Manchester Piccadilly,2024-02-11,17:15:00,17:45:00,17:45:00,30.0,On Time,
8118,London Paddington,Reading,2024-02-10,20:15:00,21:15:00,21:15:00,60.0,On Time,
8119,London Kings Cross,York,2024-02-28,17:15:00,19:05:00,19:05:00,110.0,On Time,
8120,London Euston,Birmingham New Street,2024-02-28,17:15:00,18:35:00,18:35:00,80.0,On Time,
8121,Liverpool Lime Street,Manchester Piccadilly,2024-02-10,20:45:00,21:15:00,21:15:00,30.0,On Time,
8122,London Euston,Birmingham New Street,2024-02-11,17:45:00,19:05:00,19:05:00,80.0,On Time,
8123,London St Pancras,Leicester,2024-02-11,18:45:00,19:45:00,19:45:00,60.0,On Time,
8124,Manchester Piccadilly,Liverpool Lime Street,2024-02-21,17:45:00,18:15:00,18:15:00,30.0,On Time,
8125,Birmingham New Street,Tamworth,2024-02-11,17:45:00,18:05:00,18:05:00,20.0,On Time,
8126,Liverpool Lime Street,Manchester Piccadilly,2024-02-28,18:30:00,19:00:00,19:00:00,30.0,On Time,
8127,London Paddington,Reading,2024-02-10,21:30:00,22:30:00,22:30:00,60.0,On Time,
8128,London Paddington,Reading,2024-02-13,18:45:00,19:45:00,19:45:00,60.0,On Time,
8129,Birmingham New Street,Tamworth,2024-02-27,18:45:00,19:05:00,19:05:00,20.0,On Time,
8130,London St Pancras,Birmingham New Street,2024-02-11,18:45:00,20:05:00,20:05:00,80.0,On Time,
8131,Birmingham New Street,Coventry,2024-02-12,18:45:00,19:05:00,19:05:00,20.0,On Time,
8132,Reading,Didcot,2024-02-19,18:45:00,19:00:00,19:00:00,15.0,On Time,
8133,London Kings Cross,York,2024-02-20,17:45:00,19:35:00,19:35:00,110.0,On Time,
8134,London Kings Cross,York,2024-02-16,17:45:00,19:35:00,19:35:00,110.0,On Time,
8135,London Euston,Manchester Piccadilly,2024-02-12,18:45:00,20:35:00,20:35:00,110.0,On Time,
8136,London St Pancras,Birmingham New Street,2024-02-16,19:00:00,20:20:00,20:20:00,80.0,On Time,
8137,London St Pancras,Birmingham New Street,2024-02-27,19:00:00,20:20:00,20:20:00,80.0,On Time,
8138,Manchester Piccadilly,Liverpool Lime Street,2024-02-11,19:15:00,19:45:00,19:45:00,30.0,On Time,
8139,London Euston,Birmingham New Street,2024-02-10,22:15:00,23:35:00,23:35:00,80.0,On Time,
8140,Liverpool Lime Street,Manchester Piccadilly,2024-02-17,19:45:00,20:15:00,20:15:00,30.0,On Time,
8141,London Paddington,Reading,2024-02-25,20:00:00,21:00:00,21:00:00,60.0,On Time,
8142,London St Pancras,Birmingham New Street,2024-02-11,20:00:00,21:20:00,21:20:00,80.0,On Time,
8143,London Euston,Manchester Piccadilly,2024-02-14,20:15:00,22:05:00,22:05:00,110.0,On Time,
8144,London Euston,Manchester Piccadilly,2024-02-11,20:15:00,22:05:00,22:05:00,110.0,On Time,
8145,London St Pancras,Birmingham New Street,2024-02-16,20:15:00,21:35:00,21:35:00,80.0,On Time,
8146,London St Pancras,Birmingham New Street,2024-02-26,20:30:00,21:50:00,21:50:00,80.0,On Time,
8147,Liverpool Lime Street,Manchester Piccadilly,2024-02-11,00:00:00,00:30:00,00:30:00,30.0,On Time,
8148,London Paddington,Reading,2024-02-18,21:15:00,22:15:00,22:15:00,60.0,On Time,
8149,London Paddington,Reading,2024-02-11,21:15:00,22:15:00,22:15:00,60.0,On Time,
8150,London Kings Cross,York,2024-02-11,00:30:00,02:20:00,02:20:00,110.0,On Time,
