Transaction ID,Journey_ID,Ticket_ID,Refund_ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Price,Price Category,Actual Journey Duration,Delay (Minutes)
7bf91cf9-8c77-4725-9365,10119,1,2,2024-03-02,17:11:48,Online,Credit Card,Disabled,4,Low,,
bee46da6-02d7-4f57-8654,10120,3,1,2024-03-02,17:21:00,Online,Credit Card,No Railcard,12,Low,80.0,0.0
d930b6f4-b2ab-46e5-957b,10121,3,1,2024-03-02,17:23:17,Station,Contactless,No Railcard,19,Low,60.0,0.0
4bdaa5f8-206c-49ae-9839,10122,6,1,2024-03-02,17:23:47,Online,Credit Card,No Railcard,21,Medium,20.0,0.0
dc74cb1e-dc32-4435-9681,10123,1,1,2024-03-02,17:23:56,Station,Contactless,No Railcard,3,Low,30.0,0.0
9204b5af-e98a-4d94-8131,10124,6,1,2024-03-02,17:23:56,Online,Credit Card,No Railcard,70,High,70.0,0.0
7b629b71-f116-439c-9c8f,10125,1,1,2024-03-02,17:25:45,Online,Credit Card,No Railcard,3,Low,30.0,0.0
94104b6d-3322-4494-b04b,10122,3,1,2024-03-02,17:26:40,Online,Credit Card,No Railcard,10,Low,20.0,0.0
53702f43-ffa5-41d6-b5a2,10126,6,1,2024-03-02,17:29:40,Online,Credit Card,Disabled,53,High,90.0,0.0
017321bd-d1b1-4705-8a2c,10127,6,1,2024-03-02,17:30:49,Online,Contactless,No Railcard,54,High,150.0,0.0
1adf4bfd-42c6-4be3-80a3,10128,1,1,2024-03-02,17:31:14,Station,Debit Card,Disabled,4,Low,80.0,0.0
14901887-3aff-407d-a6e3,10129,1,1,2024-03-02,17:31:16,Station,Credit Card,No Railcard,35,Medium,110.0,0.0
0f8f0749-96a1-4f9d-8d7f,10128,1,1,2024-03-02,17:33:29,Station,Credit Card,Adult,4,Low,80.0,0.0
36533214-d700-4809-952a,7917,3,1,2024-03-02,17:35:31,Online,Credit Card,No Railcard,4,Low,30.0,0.0
080f2fb6-c196-486f-9eb0,10128,1,1,2024-03-02,17:35:52,Station,Debit Card,Disabled,4,Low,80.0,0.0
7514a099-2e25-4ed0-9638,10128,1,1,2024-03-02,17:41:28,Station,Debit Card,Disabled,4,Low,80.0,0.0
ececb9fb-2045-4371-abb5,10130,3,1,2024-03-02,17:42:34,Station,Credit Card,No Railcard,12,Low,80.0,0.0
609e77ac-fd1d-4024-81d3,10131,3,1,2024-03-02,17:45:27,Station,Credit Card,No Railcard,4,Low,,
bf8ab7e4-7118-4df9-a918,10132,1,2,2024-03-02,17:46:43,Online,Credit Card,No Railcard,35,Medium,,
2516892b-f0d2-4d38-8325,10131,3,1,2024-03-02,17:47:43,Station,Credit Card,No Railcard,4,Low,,
c0228c12-0f17-4d2f-9055,10133,1,1,2024-03-02,17:53:38,Online,Contactless,Adult,2,Low,30.0,0.0
12878785-6684-40f0-81f5,9973,3,1,2024-03-02,18:13:05,Online,Credit Card,Senior,23,Medium,60.0,0.0
26a27b10-699b-4be3-8c02,9973,3,1,2024-03-02,18:21:36,Online,Credit Card,Senior,23,Medium,60.0,0.0
0ecbc284-6cea-4661-b9ee,10134,1,1,2024-03-02,18:38:28,Station,Credit Card,No Railcard,8,Low,80.0,0.0
4c3b3eaa-3dc2-477e-b90c,10135,3,1,2024-03-02,18:43:40,Online,Credit Card,No Railcard,4,Low,30.0,0.0
2fa8dd35-9fad-47f3-ba92,10136,3,1,2024-03-02,18:53:35,Station,Credit Card,Adult,65,High,135.0,0.0
dcb2650e-eaac-4e9e-b3d0,10137,1,1,2024-03-02,18:55:04,Online,Contactless,Disabled,13,Low,90.0,0.0
0f986b86-6060-452e-a9e3,10138,1,1,2024-03-02,19:05:46,Station,Contactless,Adult,50,Medium,142.0,7.0
2d530c47-d40b-4d6c-ae48,10139,1,1,2024-03-02,19:23:33,Online,Credit Card,Senior,16,Low,60.0,0.0
e2627a66-02a6-4324-b103,10140,2,1,2024-03-02,19:25:03,Station,Debit Card,No Railcard,54,High,80.0,0.0
f2e92fef-cfd7-4455-b358,10141,1,1,2024-03-02,19:25:26,Station,Credit Card,No Railcard,35,Medium,112.0,2.0
eae64438-b60d-4991-9cc4,10139,1,1,2024-03-02,19:26:04,Online,Credit Card,Senior,16,Low,60.0,0.0
9cd60f2e-ac10-4e41-a91d,10139,1,1,2024-03-02,19:28:34,Online,Credit Card,Senior,16,Low,60.0,0.0
d1b3f403-3ac5-4c68-a013,10141,1,1,2024-03-02,19:31:43,Station,Credit Card,No Railcard,35,Medium,112.0,2.0
1e7148ab-7ac1-4976-a2a7,10142,1,1,2024-03-02,19:32:56,Station,Credit Card,No Railcard,13,Low,60.0,0.0
1bf194a6-3096-4770-aae9,10143,1,1,2024-03-02,19:34:09,Station,Credit Card,No Railcard,3,Low,30.0,0.0
5efa6c8b-7560-46eb-a240,10144,3,1,2024-03-02,19:49:35,Station,Credit Card,No Railcard,10,Low,80.0,0.0
d5aa0336-aa5a-4a6b-977b,10145,3,1,2024-03-02,20:01:49,Station,Credit Card,No Railcard,10,Low,80.0,0.0
7734c692-a462-48f2-909a,10146,3,1,2024-03-02,20:03:42,Station,Credit Card,No Railcard,19,Low,60.0,0.0
f6045b22-3092-4cf8-a5e9,10147,1,1,2024-03-02,20:04:15,Station,Contactless,No Railcard,13,Low,60.0,0.0
f3cd0a11-a664-4c6e-b118,10095,1,1,2024-03-02,20:15:16,Online,Credit Card,No Railcard,8,Low,,
87560e74-f971-4535-b6c2,10148,1,1,2024-03-02,20:16:32,Online,Credit Card,No Railcard,13,Low,60.0,0.0
080a3c9f-eb7f-4752-8db6,10095,1,1,2024-03-02,20:17:21,Online,Credit Card,No Railcard,8,Low,,
3a3f7fa4-0b72-4a9f-9491,10149,1,1,2024-03-02,20:17:47,Online,Contactless,No Railcard,3,Low,30.0,0.0
9ef8e91d-7ba1-4d72-b338,10150,1,1,2024-03-02,20:18:31,Online,Credit Card,No Railcard,1,Low,15.0,0.0
5e242a46-cfa9-47b5-84c1,10095,1,2,2024-03-02,20:20:40,Online,Credit Card,No Railcard,8,Low,,
8340026b-d8d5-40a1-a012,10141,1,1,2024-03-02,20:23:05,Station,Contactless,No Railcard,35,Medium,112.0,2.0
81e02a2f-ab80-4520-8956,10148,1,1,2024-03-02,20:24:06,Online,Credit Card,No Railcard,13,Low,60.0,0.0
e4cb053d-45af-43c4-b0b8,10151,1,1,2024-03-02,20:25:19,Station,Credit Card,No Railcard,5,Low,30.0,0.0
fc7233bc-6cc5-4008-9ec2,10152,1,1,2024-03-02,20:27:27,Online,Credit Card,No Railcard,5,Low,20.0,0.0
1cfeb72b-47da-4d19-a0e3,10095,1,1,2024-03-02,20:29:37,Online,Credit Card,No Railcard,8,Low,,
a944d03c-373e-46d3-9105,10153,1,1,2024-03-02,20:29:58,Online,Debit Card,No Railcard,21,Medium,80.0,0.0
3c257853-a5ee-42e9-936e,10141,1,1,2024-03-02,20:31:51,Station,Contactless,No Railcard,35,Medium,112.0,2.0
e20a3aa5-cba0-4621-84cf,10141,1,1,2024-03-02,20:32:24,Station,Contactless,No Railcard,35,Medium,112.0,2.0
d7754193-95bd-480f-922d,10095,1,1,2024-03-02,20:34:07,Station,Credit Card,Adult,5,Low,,
8bbedda8-5356-4bf6-bf5d,10095,1,1,2024-03-02,20:34:33,Station,Credit Card,Adult,5,Low,,
3561cbe0-00ce-40e0-b295,10154,3,1,2024-03-02,20:39:22,Station,Contactless,No Railcard,53,High,110.0,0.0
42bd6d4c-bcac-465c-98d3,10155,6,1,2024-03-02,20:45:50,Station,Credit Card,Adult,108,Very High,110.0,0.0
a2da6e89-687c-4bea-817a,10156,3,1,2024-03-02,20:51:14,Online,Contactless,Senior,6,Low,90.0,0.0
907ba6d4-1a3e-4720-a86a,10155,3,1,2024-03-02,20:51:58,Station,Credit Card,Adult,72,High,110.0,0.0
7c6655b8-35d6-4938-8ae1,10157,2,1,2024-03-02,21:48:49,Online,Credit Card,No Railcard,108,Very High,110.0,0.0
4814bc12-6359-49a5-8c4b,10158,1,1,2024-03-02,22:10:42,Online,Contactless,No Railcard,6,Low,25.0,0.0
e1e79a57-d83d-4a3f-a8c9,9995,1,1,2024-03-02,22:31:47,Online,Credit Card,Senior,2,Low,30.0,0.0
90d7e699-6794-4106-819c,10159,1,1,2024-03-02,22:35:08,Online,Contactless,Adult,2,Low,30.0,0.0
2dea423c-6087-4000-8eea,10159,1,1,2024-03-02,22:39:05,Online,Contactless,Adult,2,Low,30.0,0.0
8da11540-f4e7-4b36-84a7,10159,1,1,2024-03-02,22:39:19,Online,Contactless,Adult,2,Low,30.0,0.0
3390d79f-5375-4317-a41f,10160,1,1,2024-03-02,23:00:32,Station,Credit Card,Disabled,2,Low,30.0,0.0
dbfe3866-1316-4616-903c,10160,1,1,2024-03-02,23:09:01,Station,Credit Card,Adult,2,Low,30.0,0.0
d37fbeb6-5665-4324-962b,10161,1,1,2024-03-02,23:10:44,Online,Contactless,No Railcard,35,Medium,110.0,0.0
acc137e0-da5d-4abe-afc2,10162,1,1,2024-03-02,23:34:28,Station,Credit Card,No Railcard,3,Low,30.0,0.0
28780035-81ef-4063-a9eb,10163,1,1,2024-03-02,23:46:43,Station,Credit Card,No Railcard,35,Medium,110.0,0.0
372c3e1d-e420-4a3b-b6d3,10164,1,1,2024-03-02,23:52:29,Station,Credit Card,Adult,56,High,110.0,0.0
205e72d1-804c-4d2f-adfb,10165,1,1,2024-03-02,23:59:46,Station,Credit Card,No Railcard,13,Low,60.0,0.0
84a48807-3a03-4cf6-bd0a,10166,3,1,2024-03-03,00:08:53,Online,Contactless,Disabled,3,Low,30.0,0.0
d171658b-3f79-4dc7-b4ee,10167,1,1,2024-03-03,00:14:42,Online,Contactless,No Railcard,72,High,110.0,0.0
115a2bd3-295c-4ab9-a9e0,10007,3,1,2024-03-03,00:30:33,Station,Credit Card,No Railcard,5,Low,30.0,0.0
f464e488-6124-42c3-87f4,10168,3,1,2024-03-03,00:31:56,Online,Credit Card,No Railcard,17,Low,60.0,0.0
07704fe9-5ee4-49a2-b98d,10168,3,1,2024-03-03,00:32:07,Online,Credit Card,No Railcard,17,Low,60.0,0.0
321aaeb3-109e-48db-8d2a,10007,3,1,2024-03-03,00:39:00,Station,Credit Card,No Railcard,5,Low,30.0,0.0
6c91dc4d-9a57-4819-89ba,10169,3,1,2024-03-03,00:44:12,Online,Contactless,Adult,8,Low,80.0,0.0
5839ef86-d3ef-40a5-8d7c,10170,3,1,2024-03-03,01:00:28,Online,Credit Card,No Railcard,10,Low,80.0,0.0
dcae454e-a4c5-4801-9584,10171,2,1,2024-03-03,01:05:19,Station,Credit Card,No Railcard,10,Low,30.0,0.0
e1237a12-319d-496d-aee3,10171,1,1,2024-03-03,01:07:02,Station,Credit Card,No Railcard,3,Low,30.0,0.0
69261c06-8f40-46d5-8f51,10014,3,1,2024-03-03,01:07:41,Online,Contactless,No Railcard,4,Low,30.0,0.0
03ee0d1a-c1b7-4e0b-8b4b,10172,3,1,2024-03-03,01:10:51,Online,Contactless,No Railcard,107,Very High,110.0,0.0
d657a43f-685b-4219-86e6,10173,1,1,2024-03-03,01:15:13,Online,Contactless,Disabled,5,Low,50.0,0.0
485894ae-007c-41d9-a833,10174,3,1,2024-03-03,01:15:18,Online,Contactless,No Railcard,4,Low,30.0,0.0
bd7ee802-78f6-4de7-ad71,10175,1,1,2024-03-03,01:19:19,Station,Contactless,No Railcard,21,Medium,80.0,0.0
9ed102ad-d849-4f70-b693,10176,3,1,2024-03-03,01:20:59,Online,Credit Card,No Railcard,19,Low,60.0,0.0
38dddee2-8a08-4258-bb0e,10177,6,1,2024-03-03,01:24:40,Online,Contactless,No Railcard,80,High,80.0,0.0
6ae128b9-3a98-4350-8ee4,10178,1,1,2024-03-03,01:33:51,Station,Contactless,No Railcard,8,Low,80.0,0.0
efb68de3-8324-4c66-acc8,10179,1,1,2024-03-03,01:35:32,Station,Credit Card,Disabled,2,Low,30.0,0.0
fc619bc0-0d11-42cf-83b6,10180,1,1,2024-03-03,02:08:55,Station,Contactless,No Railcard,35,Medium,110.0,0.0
edea06a6-6e94-4117-a9de,10181,1,1,2024-03-03,02:20:35,Station,Credit Card,No Railcard,3,Low,30.0,0.0
d51b0c55-8b8c-4141-a0d0,10182,3,1,2024-03-03,02:25:47,Online,Contactless,No Railcard,10,Low,80.0,0.0
b6c2069a-7fbd-4dda-899f,10183,3,1,2024-03-03,02:45:26,Station,Contactless,Disabled,3,Low,30.0,0.0
4201ac10-8b55-4d06-81e3,10184,3,1,2024-03-03,02:53:21,Station,Contactless,Adult,7,Low,80.0,0.0
e81476ab-4a9a-4432-bcff,10184,3,1,2024-03-03,02:54:19,Station,Contactless,Adult,7,Low,80.0,0.0
575c4a9e-cbf4-4088-8daf,10184,3,1,2024-03-03,02:58:31,Station,Contactless,Adult,7,Low,80.0,0.0
f99576cc-be75-4df3-81c6,10183,3,1,2024-03-03,02:59:27,Station,Contactless,Disabled,3,Low,30.0,0.0
edb6f0ce-b38a-4afc-928b,10185,1,1,2024-03-03,03:02:01,Station,Credit Card,No Railcard,3,Low,30.0,0.0
f1e1cd0e-70fc-4eff-b347,10029,3,1,2024-03-03,03:10:15,Station,Contactless,No Railcard,12,Low,80.0,0.0
77d975d0-a986-4cff-9edd,10186,3,1,2024-03-03,03:41:26,Online,Contactless,Adult,4,Low,45.0,0.0
028d62e0-ff36-4980-ba83,10187,1,1,2024-03-03,03:43:50,Online,Credit Card,No Railcard,86,High,135.0,0.0
322fcb8a-1139-4979-8e54,10188,1,1,2024-03-03,03:52:07,Online,Contactless,Senior,2,Low,30.0,0.0
21856884-0fd1-42df-a95e,10189,2,2,2024-03-03,03:53:21,Online,Contactless,Adult,18,Low,,
fb4966f1-bf2f-4eab-ade7,10190,3,1,2024-03-03,04:16:52,Online,Contactless,No Railcard,53,High,110.0,0.0
98ec0c8c-607a-4868-9f72,10191,3,1,2024-03-03,04:32:24,Online,Credit Card,Adult,3,Low,30.0,0.0
9aef8693-2585-4cfe-abc4,10043,3,1,2024-03-03,04:45:23,Online,Credit Card,Senior,2,Low,30.0,0.0
44ac7cf9-a8a7-44d9-932c,10045,6,1,2024-03-03,04:48:39,Online,Credit Card,No Railcard,86,High,110.0,0.0
d690e926-292b-44d4-8c50,10045,3,1,2024-03-03,04:48:56,Station,Contactless,No Railcard,53,High,110.0,0.0
13f09681-236f-45a1-8080,10192,3,1,2024-03-03,04:52:46,Online,Credit Card,Disabled,34,Medium,70.0,0.0
88dbcedd-5649-40cb-9360,10045,3,1,2024-03-03,04:53:49,Station,Contactless,No Railcard,53,High,110.0,0.0
e6ab44fd-d4d6-4365-b33a,10193,3,1,2024-03-03,04:58:16,Online,Debit Card,Senior,4,Low,15.0,0.0
91bceb4d-b335-426d-a0c6,10043,3,1,2024-03-03,04:58:39,Online,Credit Card,Senior,2,Low,30.0,0.0
b51be7bf-1b92-4e52-85ea,10043,6,1,2024-03-03,04:58:53,Online,Credit Card,Senior,10,Low,30.0,0.0
43037cdd-71ae-4377-af6c,10194,3,1,2024-03-03,05:01:21,Online,Credit Card,Disabled,32,Medium,90.0,0.0
e93bab48-dedd-4ce3-b424,10049,3,1,2024-03-03,05:02:06,Online,Credit Card,No Railcard,10,Low,80.0,0.0
54766573-d96b-4cfd-8bdf,10195,3,1,2024-03-03,05:02:15,Online,Credit Card,Disabled,13,Low,60.0,0.0
217f4058-e969-494e-882c,10046,3,1,2024-03-03,05:03:34,Online,Debit Card,No Railcard,107,Very High,110.0,0.0
f622fe15-8a4a-4420-bcae,10196,3,1,2024-03-03,05:04:16,Online,Credit Card,No Railcard,10,Low,20.0,0.0
5234b080-c1d5-4ad0-ad70,10197,3,1,2024-03-03,05:06:32,Online,Credit Card,Disabled,5,Low,30.0,0.0
59b0b956-ced3-4338-8878,10198,3,1,2024-03-03,05:09:20,Online,Contactless,No Railcard,53,High,110.0,0.0
5c618937-17b5-49d3-ab4a,10047,3,1,2024-03-03,05:11:29,Online,Credit Card,Disabled,22,Medium,80.0,0.0
bc170258-369b-4980-b125,10049,3,1,2024-03-03,05:11:34,Online,Credit Card,Adult,7,Low,80.0,0.0
cf9e3e1b-36ae-4b40-beaf,10047,3,1,2024-03-03,05:12:09,Online,Credit Card,Disabled,22,Medium,80.0,0.0
4bfa8661-3800-49a5-921c,10053,6,1,2024-03-03,05:20:56,Online,Contactless,No Railcard,41,Medium,60.0,0.0
4f0901ef-751e-4826-8aa6,10051,3,1,2024-03-03,05:24:57,Station,Credit Card,No Railcard,5,Low,30.0,0.0
441d04a1-9a32-4a9a-8b47,10199,3,1,2024-03-03,05:26:55,Online,Credit Card,No Railcard,12,Low,80.0,0.0
67a882f0-1338-404a-a5ae,10051,3,1,2024-03-03,05:27:02,Station,Credit Card,No Railcard,5,Low,30.0,0.0
5dccf319-7855-46e6-8d8a,10200,1,1,2024-03-03,05:42:50,Online,Credit Card,No Railcard,3,Low,30.0,0.0
6c008a98-92d0-40e5-8127,10201,3,1,2024-03-03,05:46:49,Online,Contactless,No Railcard,5,Low,30.0,0.0
c95a350a-1c73-438c-ad63,10202,1,1,2024-03-03,05:54:23,Station,Contactless,Adult,4,Low,80.0,0.0
d7b01811-0f1c-49ad-854c,10203,6,1,2024-03-03,06:05:52,Station,Credit Card,No Railcard,78,High,80.0,0.0
8defba35-93a7-4725-9546,10204,3,1,2024-03-03,06:06:40,Online,Credit Card,No Railcard,8,Low,30.0,0.0
2510be49-7e7b-4506-9365,10059,3,1,2024-03-03,06:06:56,Online,Credit Card,No Railcard,53,High,,
b7f3165c-a826-4e09-9efa,10059,3,1,2024-03-03,06:07:03,Online,Credit Card,Disabled,35,Medium,,
286594f3-9c66-4e73-a5fe,10205,3,1,2024-03-03,06:07:49,Online,Credit Card,No Railcard,14,Low,45.0,0.0
ff6d3d29-1c7a-4010-a44f,10061,3,1,2024-03-03,06:08:47,Online,Credit Card,Senior,8,Low,35.0,0.0
4c65b3df-f38a-4dd7-871a,10061,3,1,2024-03-03,06:09:44,Online,Credit Card,Senior,8,Low,35.0,0.0
ba0ccbec-3776-436c-92a9,10059,3,1,2024-03-03,06:09:45,Online,Credit Card,No Railcard,53,High,,
7b0c94ae-e2bc-4ab1-ad63,10204,6,1,2024-03-03,06:10:43,Online,Credit Card,No Railcard,17,Low,30.0,0.0
54dd7d99-9859-4049-8c05,10205,3,1,2024-03-03,06:11:50,Online,Credit Card,No Railcard,14,Low,45.0,0.0
e7ed290a-f297-416e-86aa,10206,1,1,2024-03-03,06:12:08,Station,Contactless,No Railcard,8,Low,80.0,0.0
947b1134-050d-47db-a2f2,10207,1,1,2024-03-03,06:12:39,Online,Credit Card,No Railcard,13,Low,60.0,0.0
0a193ed8-5002-423d-9317,10205,3,1,2024-03-03,06:14:45,Online,Credit Card,No Railcard,14,Low,45.0,0.0
d56c20d4-2fb7-4de8-b5dd,10208,1,1,2024-03-03,06:16:30,Online,Contactless,No Railcard,35,Medium,110.0,0.0
b579d603-7268-4a29-a8d8,10209,3,1,2024-03-03,06:18:45,Online,Credit Card,No Railcard,33,Medium,80.0,0.0
934df04f-9aad-4c50-b7fe,10066,3,1,2024-03-03,06:31:49,Online,Contactless,No Railcard,8,Low,25.0,0.0
809db7cb-a011-4f40-b965,10210,1,1,2024-03-03,06:36:34,Online,Contactless,Adult,48,Medium,110.0,0.0
340d3324-ebfb-4ace-922a,10211,3,1,2024-03-03,06:38:16,Station,Contactless,No Railcard,53,High,110.0,0.0
e2bf1b28-bc8f-4311-9119,10064,3,1,2024-03-03,06:40:27,Station,Credit Card,No Railcard,113,Very High,172.0,37.0
1e222ffe-cdf6-407e-8a20,10212,1,1,2024-03-03,06:44:13,Online,Contactless,Adult,43,Medium,135.0,0.0
0f5283d7-fa25-4361-b895,10213,1,1,2024-03-03,06:47:31,Online,Contactless,No Railcard,7,Low,80.0,0.0
ee9f3717-5f92-47f3-8a20,10214,1,1,2024-03-03,06:51:10,Online,Credit Card,Disabled,8,Low,60.0,0.0
fa4a2dfd-184e-4773-ab61,10215,3,1,2024-03-03,06:52:11,Station,Credit Card,No Railcard,5,Low,25.0,0.0
758f9b5b-8c15-4783-98d5,10213,1,1,2024-03-03,06:56:45,Online,Contactless,No Railcard,7,Low,80.0,0.0
44a3569a-64b0-4404-92c8,10052,3,1,2024-03-03,07:18:01,Online,Credit Card,No Railcard,19,Low,60.0,0.0
0200a25b-1af4-4ee2-ad66,10052,3,1,2024-03-03,07:18:36,Online,Credit Card,No Railcard,19,Low,60.0,0.0
53bd375f-0a4a-4a40-89af,10216,3,1,2024-03-03,07:18:46,Online,Contactless,Disabled,8,Low,80.0,0.0
2a873031-b573-4558-a850,10050,3,1,2024-03-03,07:22:13,Online,Credit Card,No Railcard,26,Medium,90.0,0.0
9e5b3ea9-72f5-438e-9e60,10052,3,1,2024-03-03,07:23:34,Online,Credit Card,No Railcard,19,Low,60.0,0.0
3ea3c04d-28b2-4985-a759,10070,3,1,2024-03-03,07:24:01,Online,Credit Card,Adult,2,Low,30.0,0.0
4abd715e-f884-49f9-8592,10217,3,1,2024-03-03,07:25:51,Online,Credit Card,Disabled,3,Low,30.0,0.0
c9146b69-a43f-4ee8-ad49,10050,3,1,2024-03-03,07:26:19,Online,Credit Card,No Railcard,26,Medium,90.0,0.0
179875fa-ff5f-47b1-8f0e,10218,3,1,2024-03-03,07:33:52,Online,Credit Card,Adult,3,Low,30.0,0.0
9c998370-25f2-4070-8ad2,10219,3,1,2024-03-03,07:34:27,Online,Contactless,No Railcard,19,Low,60.0,0.0
06e81dab-aeb0-4415-9659,10220,1,1,2024-03-03,07:37:39,Online,Contactless,No Railcard,3,Low,30.0,0.0
d05fb1b7-3b25-4240-b42e,10221,6,1,2024-03-03,07:41:39,Online,Credit Card,Senior,59,High,80.0,0.0
b2d30f7d-a801-49b7-8e99,10222,3,1,2024-03-03,07:42:31,Online,Contactless,No Railcard,10,Low,80.0,0.0
467919e5-5198-4267-8a98,10219,3,1,2024-03-03,07:42:39,Online,Contactless,No Railcard,19,Low,60.0,0.0
7adf1542-3b61-48b6-8744,10223,3,1,2024-03-03,07:43:29,Online,Contactless,Disabled,36,Medium,260.0,0.0
0b11e654-3930-480f-83d8,10224,1,1,2024-03-03,07:52:04,Online,Credit Card,Senior,2,Low,30.0,0.0
316d6aeb-f3ad-4bc6-807f,10225,1,1,2024-03-03,07:53:32,Online,Credit Card,No Railcard,3,Low,30.0,0.0
f1444ab4-f41e-4fbc-972a,10226,2,1,2024-03-03,07:57:10,Online,Debit Card,Senior,38,Medium,110.0,0.0
33c9199b-5d1b-4b2f-8786,10227,2,2,2024-03-03,08:01:19,Online,Credit Card,No Railcard,52,High,,
3849282a-6ef6-4785-a9a5,10227,1,1,2024-03-03,08:06:04,Online,Credit Card,No Railcard,7,Low,,
b6177337-2e94-4a44-8d4e,10228,1,1,2024-03-03,08:06:18,Station,Credit Card,No Railcard,8,Low,80.0,0.0
bad1e3bc-cd3d-461a-ba59,10229,2,1,2024-03-03,08:08:13,Online,Debit Card,No Railcard,108,Very High,110.0,0.0
f6f0d768-5115-4281-b7ff,10230,1,1,2024-03-03,08:10:23,Online,Credit Card,Disabled,15,Low,80.0,0.0
74e94550-1d38-43b0-888d,10230,1,1,2024-03-03,08:12:42,Online,Credit Card,Disabled,15,Low,80.0,0.0
51fea7d8-f00e-458c-aa5f,10231,1,1,2024-03-03,08:14:11,Station,Credit Card,No Railcard,13,Low,25.0,0.0
6038d7df-dc34-4388-a2bb,10232,1,1,2024-03-03,08:17:14,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
9a3c7109-f5cf-4145-9c5a,10233,1,1,2024-03-03,08:17:43,Online,Credit Card,No Railcard,13,Low,60.0,0.0
5017f5cc-0447-4712-a859,10233,1,1,2024-03-03,08:19:06,Online,Credit Card,No Railcard,13,Low,60.0,0.0
3e784d33-79f0-4d60-9ad5,10234,1,1,2024-03-03,08:20:15,Online,Contactless,No Railcard,8,Low,80.0,0.0
01cece8a-99bc-477c-8bbb,10235,1,2,2024-03-03,08:20:43,Online,Credit Card,No Railcard,18,Low,,
79164814-8122-4a1f-8bc6,10233,1,1,2024-03-03,08:22:04,Online,Credit Card,No Railcard,13,Low,60.0,0.0
45aeefdb-2df4-486a-a9d6,10233,1,1,2024-03-03,08:24:07,Online,Credit Card,No Railcard,13,Low,60.0,0.0
6367f64e-5add-4dfd-9c0a,10236,1,1,2024-03-03,08:26:20,Station,Credit Card,No Railcard,3,Low,30.0,0.0
5808e555-276e-48a6-be17,10237,1,1,2024-03-03,08:38:45,Online,Credit Card,No Railcard,22,Medium,80.0,0.0
87d672f2-31a2-435d-8846,10238,1,1,2024-03-03,08:45:56,Online,Credit Card,No Railcard,22,Medium,80.0,0.0
c38ef5e8-b154-463f-a65d,10239,1,1,2024-03-03,08:55:28,Online,Contactless,No Railcard,7,Low,80.0,0.0
43ee82c3-f760-44d6-aca4,10240,1,1,2024-03-03,09:04:47,Online,Credit Card,No Railcard,34,Medium,70.0,0.0
06427f74-8316-4daa-8301,10241,3,2,2024-03-03,09:05:56,Station,Credit Card,No Railcard,4,Low,,
e6c2c841-3173-4423-bbc8,10242,1,1,2024-03-03,09:07:33,Online,Credit Card,No Railcard,35,Medium,110.0,0.0
7c087709-3e98-4696-a246,10243,3,1,2024-03-03,09:16:59,Station,Credit Card,No Railcard,4,Low,30.0,0.0
6faf67a2-f3e3-476c-adb4,10232,1,1,2024-03-03,09:22:35,Station,Credit Card,No Railcard,35,Medium,110.0,0.0
0f4250f6-0028-46dd-bd12,10244,1,1,2024-03-03,09:31:53,Station,Credit Card,No Railcard,76,High,176.0,41.0
fcccc815-9f8c-4c2a-b01c,10245,1,1,2024-03-03,09:32:54,Station,Credit Card,No Railcard,21,Medium,124.0,44.0
7bca025d-638e-4af7-851c,10244,1,1,2024-03-03,09:34:10,Station,Credit Card,No Railcard,76,High,176.0,41.0
75bb8c2a-831b-4cb0-8bbc,10244,1,1,2024-03-03,09:34:31,Station,Credit Card,No Railcard,76,High,176.0,41.0
1428f613-5292-4182-9072,10246,1,1,2024-03-03,09:35:13,Station,Credit Card,No Railcard,84,High,131.0,21.0
90691be4-4e8e-41a9-ab1b,10244,1,1,2024-03-03,09:36:34,Station,Credit Card,No Railcard,76,High,176.0,41.0
5df24702-9afd-44aa-b971,10244,1,1,2024-03-03,09:40:56,Station,Credit Card,No Railcard,76,High,176.0,41.0
d92f385b-67e6-49ee-8c66,10244,1,1,2024-03-03,09:44:34,Station,Credit Card,No Railcard,76,High,176.0,41.0
603cc561-2a51-4597-8a6d,10247,1,1,2024-03-03,09:46:42,Online,Credit Card,Adult,5,Low,80.0,0.0
3d3f6768-7aae-4a30-8cb8,10248,1,1,2024-03-03,09:47:11,Station,Credit Card,No Railcard,7,Low,101.0,21.0
b77b56bc-e21e-4512-b4ec,10249,6,1,2024-03-03,09:51:02,Online,Credit Card,Adult,10,Low,51.0,21.0
9bccb03f-02e1-4ed3-893e,10247,1,1,2024-03-03,09:59:31,Online,Credit Card,Adult,5,Low,80.0,0.0
48194e9f-81b5-4695-b21c,10250,1,1,2024-03-03,10:18:29,Online,Contactless,No Railcard,13,Low,60.0,0.0
d3680505-efc2-44e2-910a,10251,1,1,2024-03-03,10:18:54,Station,Contactless,No Railcard,3,Low,30.0,0.0
b67bd92f-336e-4ae3-8e55,10092,3,1,2024-03-03,10:25:11,Station,Contactless,No Railcard,10,Low,80.0,0.0
0afe9807-44c6-4e09-b1fe,10252,3,1,2024-03-03,10:33:29,Online,Contactless,Adult,10,Low,45.0,0.0
1027d60e-5c4f-48d4-bd80,10253,1,1,2024-03-03,10:35:51,Online,Contactless,No Railcard,7,Low,80.0,0.0
